Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan(ton);Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2019;Kalimantan Selatan;Kab. Hulu Sungai Selatan;33.966,61;55,18;1,48;13,13;25,35;2,90;0,46;0,90;0,40;0,20
2019;Kalimantan Selatan;Kab. Hulu Sungai Tengah;39.372,11;60,28;2,17;2,90;30,28;1,25;0,30;0,72;2,00;0,10
2019;Kalimantan Selatan;Kab. Hulu Sungai Utara;34.793,55;55,78;8,38;8,72;12,41;0,98;0,84;0,06;6,10;6,73
2019;Kalimantan Selatan;Kab. Tanah Bumbu;65.730,48;3,90;68,20;3,90;11,70;0,20;3,50;0,20;;8,40
2019;Kalimantan Selatan;Kab. Balangan;19.248,64;57,34;10,32;10,80;14,20;2,10;1,70;0,74;1,50;1,30
2019;Kalimantan Selatan;Kota Banjarmasin;181.048,83;59,40;0,10;12,40;15,10;0,50;0,20;0,20;5,70;6,40
2019;Kalimantan Selatan;Kota Banjarbaru;60.412,23;51,00;15,00;11,00;13,00;1,00;4,00;2,00;2,00;1,00
2019;Kalimantan Timur;Kab. Paser;41.831,34;54,99;0,22;10,20;13,64;1,38;13,56;1,20;3,52;1,29
2019;Kalimantan Timur;Kab. Kutai Kartanegara;75.858,97;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,90
2019;Kalimantan Timur;Kab. Berau;59.040,68;55,39;1,28;4,02;26,47;9,63;0,05;0,07;0,99;2,10
2019;Kalimantan Timur;Kab. Kutai Timur;77.355,18;30,00;20,00;10,00;25,00;5,00;5,00;2,00;2,00;1,00
2019;Kalimantan Timur;Kab. Penajam Paser Utara;39.386,69;5,00;20,00;40,00;19,00;15,00;0,70;0,20;0,10;
2019;Kalimantan Timur;Kota Balikpapan;167.397,98;42,30;6,36;10,26;7,20;3,87;2,94;0,98;6,56;19,53
2019;Kalimantan Timur;Kota Samarinda;222.992,22;53,39;7,00;17,00;19,90;0,65;0,62;0,06;0,92;0,46
2019;Kalimantan Timur;Kota Bontang;37.122,72;45,00;4,00;27,00;20,00;2,00;0,01;0,02;1,00;0,97
2019;Kalimantan Utara;Kab. Nunukan;16.110,07;46,40;8,20;23,40;21,30;0,20;0,20;0,10;0,10;0,10
2019;Kalimantan Utara;Kota Tarakan;56.319,12;41,00;12,00;16,00;17,00;1,00;2,00;;;11,00
2019;Sulawesi Utara;Kab. Minahasa;62.435,08;;;;;;;;;
2019;Sulawesi Utara;Kab. Kepulauan Sangihe;19.145,86;15,00;35,00;6,00;19,00;5,00;4,00;4,00;7,00;5,00
2019;Sulawesi Utara;Kab. Kepulauan Talaud;23.631,71;60,00;3,00;3,00;20,00;1,00;2,00;2,00;1,00;8,00
2019;Sulawesi Utara;Kab. Minahasa Selatan;34.814,43;;;;;;;;;
2019;Sulawesi Utara;Kab. Minahasa Utara;37.161,38;;;;;;;;;
2019;Sulawesi Utara;Kab. Minahasa Tenggara;16.010,51;40,00;17,00;10,00;16,00;4,00;3,00;2,00;2,00;6,00
2019;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;13.794,08;;;;;;;;;
2019;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;12.057,96;;;;;;;;;
2019;Sulawesi Utara;Kota Bitung;55.955,52;49,11;1,14;18,02;18,92;0,26;1,48;1,48;1,83;7,76
2019;Sulawesi Utara;Kota Tomohon;27.317,29;;;;;;;;;
2019;Sulawesi Utara;Kota Kotamobagu;22.566,67;53,40;5,10;11,80;8,70;5,70;3,50;2,60;2,80;6,40
2019;Sulawesi Tengah;Kab. Banggai;67.699,11;;;;;;;;;
2019;Sulawesi Tengah;Kab. Poso;36.633,30;26,97;24,91;16,99;22,56;2,80;1,75;1,66;1,65;0,71
2019;Sulawesi Tengah;Kab. Donggala;44.032,29;35,00;10,00;20,00;13,00;6,00;3,00;3,00;3,00;7,00
2019;Sulawesi Tengah;Kab. Parigi Moutong;78.696,74;32,84;8,21;37,99;4,19;;;;;16,77
2019;Sulawesi Selatan;Kab. Kepulauan Selayar;24.751,38;43,00;10,00;18,00;15,00;4,00;4,00;2,00;2,00;2,00
2019;Sulawesi Selatan;Kab. Bulukumba;61.538,12;;;;;;;;;
2019;Sulawesi Selatan;Kab. Bantaeng;27.245,35;30,10;27,50;11,00;14,00;1,20;3,00;2,00;1,10;10,00
2019;Sulawesi Selatan;Kab. Sinjai;38.825,34;35,20;14,00;29,00;14,60;1,00;0,70;2,10;1,20;2,20
2019;Sulawesi Selatan;Kab. Bone;137.311,91;73,40;0,50;10,50;8,60;3,10;0,40;1,30;1,90;0,30
2019;Sulawesi Selatan;Kab. Maros;51.555,67;73,98;5,04;8,86;10,18;0,98;;;;0,96
2019;Sulawesi Selatan;Kab. Pangkajene Kepulauan;51.130,37;;;;;;;;;
2019;Sulawesi Selatan;Kab. Barru;26.626,46;50,00;16,00;8,00;15,00;3,00;2,00;1,00;1,00;4,00
2019;Sulawesi Selatan;Kab. Wajo;57.934,26;41,70;17,70;6,30;18,50;2,30;3,10;2,20;2,20;6,00
2019;Sulawesi Selatan;Kab. Sidenreng Rappang;44.087,91;56,00;9,60;6,20;6,60;4,50;3,60;4,20;4,40;4,90
2019;Sulawesi Selatan;Kab. Enrekang;42.850,45;45,00;11,00;9,00;16,00;6,00;3,00;1,00;6,00;3,00
2019;Sulawesi Selatan;Kab. Luwu Utara;47.887,12;38,00;41,81;4,30;6,97;0,44;0,51;0,18;1,00;6,79
2019;Sulawesi Selatan;Kab. Luwu Timur;42.898,01;40,00;10,00;25,00;15,00;3,00;1,00;2,00;2,00;2,00
2019;Sulawesi Selatan;Kota Parepare;26.751,58;54,70;9,25;14,40;12,20;2,45;1,70;1,50;2,20;1,60
2019;Sulawesi Selatan;Kota Palopo;37.876,96;30,00;30,00;20,00;10,00;10,00;;;;
2019;Sulawesi Tenggara;Kab. Kolaka;56.245,11;65,00;4,00;10,00;10,00;5,00;1,00;1,00;2,00;2,00
2019;Sulawesi Tenggara;Kab. Buton;14.768,05;;;;;;;;;
2019;Sulawesi Tenggara;Kab. Bombana;20.446,57;15,00;54,00;6,00;15,00;2,00;2,00;2,00;1,00;3,00
2019;Gorontalo;Kab. Gorontalo;53.495,57;65,00;13,00;14,00;1,00;1,00;1,00;1,00;1,00;3,00
2019;Gorontalo;Kab. Pohuwato;21.238,47;41,00;15,10;12,10;22,40;1,70;;;2,50;5,20
2019;Gorontalo;Kota Gorontalo;51.040,47;21,00;15,00;10,00;35,00;10,00;5,00;2,00;2,00;
2019;Sulawesi Barat;Kab. Pasangkayu;25.399,33;;;;;;;;;
2019;Sulawesi Barat;Kab. Polewali Mandar;64.616,10;65,06;12,35;8,05;6,50;5,55;0,45;0,35;0,27;1,42
2019;Maluku;Kab. Maluku Tenggara;18.175,36;35,00;45,00;7,00;7,00;0,50;2,00;1,50;1,00;1,00
2019;Maluku;Kab. Buru Selatan;11.179,95;22,00;12,00;20,00;31,00;3,00;3,00;2,00;2,00;5,00
2019;Maluku;Kota Ambon;98.145,73;38,00;6,80;11,60;14,60;10,10;5,00;3,00;7,10;3,80
2019;Maluku Utara;Kab. Halmahera Utara;50.166,15;;;;;;;;;
2019;Maluku Utara;Kota Ternate;26.384,69;54,00;5,70;10,60;13,60;6,30;1,60;1,00;3,70;3,50
2019;Maluku Utara;Kota Tidore Kepulauan;16.568,81;34,00;25,00;12,00;11,80;2,30;0,80;1,50;5,80;6,80
2019;Papua;Kab. Biak Numfor;21.232,05;5,69;33,75;27,83;14,79;13,19;0,02;0,21;4,52;0,00
2019;Papua;Kota Jayapura;92.211,70;66,39;10,58;4,79;6,60;4,34;2,05;1,08;0,46;3,71
2019;Papua Selatan;Kab. Asmat;14.233,54;15,00;10,00;30,00;20,00;5,00;5,00;5,00;5,00;5,00
2019;Papua Barat Daya;Kab. Raja Ampat;12.090,99;0,00;0,00;0,00;0,00;0,00;;;0,00;
2018;Papua Barat;Kab. Manokwari;54.830,04;44,00;;11,00;26,00;;;;;19,00
